Название,Адрес,Время работы,Телефон,Широта,Долгота
Гродненское РУП Фармация Аптека N39,"Берестовица, д. Олекшицы, ул. Центральная, 13","09.30-17.30, пн.; 09.30-17.30, вт.; выходной, ср.; 09.30-17.30, чт.; выходной, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01511) 73923,53.337982,23.946095
Гродненское РУП Фармация Аптека N4,"Лида, ул. Пролыгина, 1-42","08.00-21.00, пн.–пт.; 09.00-19.00, сб.; 09.00-19.00, вс.; В праздничные: 10.00-19.00;",(0154) 652750,53.932797,25.264451
Гродненское РУП Фармация Аптека N40,"Волковыск, аг. Волпа, ул. Мира, 15-2","08.00-12.00, пн.; 09.00-17.30, вт.; выходной, ср.; 09.00-17.30, чт.; выходной, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01512) 68301,53.369415,24.356726
Гродненское РУП Фармация Аптека N41,"Мосты, аг. Куриловичи, ул. Мира, 65","09.00-17.00, пн.; выходной, вт.; 09.00-17.00, ср.; выходной, чт.; 09.00-17.00, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01515) 63019,53.356245,24.875428
Гродненское РУП Фармация Аптека N42,"Щучин, аг. Орля, ул. Советская, 38, амбулатория","выходной, пн.; 08.00-17.00, вт.; выходной, ср.; выходной, чт.; 08.00-17.00, пт.; выходной, сб.; выходной, вс.; Перерыв: 12:30-13:00; Праздничные дни: выходной;",(01514) 38321,53.508791,24.980131
Гродненское РУП Фармация Аптека N43,"Гродно, д. Вертелишки, ул. Тихая, 1","08.30-17.30, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Праздничные дни: выходной",(0152) 474402,53.696882,24.010259
Гродненское РУП Фармация Аптека N44,"Лида, ул. Рыбиновского, 24","09.00-18.00, пн.–пт.; 00.00-00.00, сб.; 00.00-00.00, вс.; Праздничные дни: выходной",(0154) 626123,53.896872,25.267848
Гродненское РУП Фармация Аптека N45,"Сморгонь, ул. Юбилейная, 14-65, филиал терапевтического отделения районной пол-ки","08.00-18.00, пн.–пт.; 08.00-14.00, сб.; выходной, вс.; Праздничные дни: выходной",(01592) 37393,54.475223,26.417934
Гродненское РУП Фармация Аптека N46,"Лида, д. Минойты, ул. Красноармейская, 6А","08.30-11.30, пн.; выходной, вт.; 08.30-16.00, ср.; выходной, чт.; 08.30-13.30, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(0154) 658208,53.798140,25.365685
Гродненское РУП Фармация Аптека N47,"Лида, ул. Красноармейская, 63, в гипермаркете Евроопт рядом с маг. Техноплюс","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.",(0154) 643211,53.891573,25.256344
Гродненское РУП Фармация Аптека N48,"Зельва, аг. Князево, ул. Киселя, 32","08.00-16.15, пн.; выходной, вт.; 08.00-16.15, ср.; 08.00-16.15, чт.; 08.00-16.15, пт.; выходной, сб.; выходной, вс.; Перерыв: 13.00-14.00 Праздничные дни: выходной",(01564) 21016,53.214554,24.730036
Гродненское РУП Фармация Аптека N49,"Гродно, ул. Максима Горького, 90","08.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Праздничные дни: 10.00-18.00",(0152) 643389,53.707574,23.815254
Гродненское РУП Фармация Аптека N5,"Волковыск, ул. Жолудева, 40","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Праздничные дни: 9:00-17:00;",(01512) 92688,53.156031,24.449267
Гродненское РУП Фармация Аптека N50,"Щучин, аг. Новый Двор, ул. Гродненская, 37Б","выходной, пн.; 09.30-15.00, вт.; выходной, ср.; выходной, чт.; 09.30-15.00, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01514) 73381,53.813852,24.559217
Гродненское РУП Фармация Аптека N51,"Лида, ул. Машерова, 12, маг. Евроопт","09.00-21.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.; Праздничные дни: 9.00-20.00;",(0154) 610475,53.871881,25.281763
Гродненское РУП Фармация Аптека N52,"Гродно, ул. Виктора Саяпина, 10-86, детская амбулатория","08.30-20.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(0152) 786106,53.721562,23.864859
Гродненское РУП Фармация Аптека N53,"Сморгонь, ул. Советская, 6","09.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Праздничные дни: выходной;",(01592) 41869,54.481788,26.399204
Гродненское РУП Фармация Аптека N54,"Слоним, ул. Войкова, 36","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Праздничные дни: выходной;",(01562) 43056,53.080557,25.388231
Гродненское РУП Фармация Аптека N56,"Мосты, ул. Зеленая, 92А-2, рядом с маг. Нива","09.00-18.00, пн.–пт.; выходной, сб.; выходной, вс.; Перерыв: 14.00-15.00; Праздничные дни: выходной",(01515) 68646,53.419293,24.558833
Гродненское РУП Фармация Аптека N57,"Кореличи, аг. Райца, ул. Почтовая, 14","09.00-16.00, пн.–пт.; выходной, сб.; выходной, вс.; Перерыв: 13.00-14.00 Праздничные дни: выходной",(01596) 76194,53.466974,26.019054
Гродненское РУП Фармация Аптека N58,"Мир, пл. 17 Сентября, 5","08.00-17.00, пн.–пт.; 08.00-16.00, сб.; выходной, вс.; Праздничные дни: выходной",(01596) 36655,53.454976,26.466534
Гродненское РУП Фармация Аптека N62,"Дятлово, г.п. Козловщина, ул. Советская, 25","08.00-18.00, пн.–пт.; 08.00-13.00, сб.; выходной, вс.; Праздничные дни: выходной;",(01563) 64835,53.318597,25.291294
Гродненское РУП Фармация Аптека N63,"Гродно, б-р Ленинского комсомола, 52, областная пол-ка","08.00-18.50, пн.–пт.; 09.00-14.50, сб.; выходной, вс.; Праздничные дни: выходной;",(0152) 960384,53.694671,23.790200
Гродненское РУП Фармация Аптека N64,"Слоним, аг. Деревная, Молчадская, 14","выходной, пн.; 09.00-15.40, вт.; выходной, ср.; 09.00-15.40, чт.; 09.00-15.40, пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01562) 45737,53.198746,25.476002
Гродненское РУП Фармация Аптека N66,"Кореличи, аг. Цирин, ул. Заводская, 1А, амбулатория","09.00-17.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Перерыв: 13.00-14.00 Праздничные дни: выходной",(01596) 36041,53.406367,26.162888
Гродненское РУП Фармация Аптека N67,"Новогрудок, г.п. Любча, ул. Юбилейная, 31, горпоселковая пол-ка","08.00-18.00, пн.–пт.; 08.00-13.00, сб.; выходной, вс.; Праздничные дни: выходной;",(01597) 42597,53.749822,26.056104
Гродненское РУП Фармация Аптека N68,"Новогрудок, аг. Негневичи, ул. Строителей, 6А","09.00-15.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(01597) 61200,53.660112,26.083986
Гродненское РУП Фармация Аптека N69,"Кореличи, д. Турец, ул. Журавлева, 4","09.00-17.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Перерыв: 13.00-14.00 Праздничные дни: выходной",(01596) 23139,53.526579,26.312423
Гродненское РУП Фармация Аптека N7,"Берестовица, ул. Гагарина, 5","08.00-21.00, пн.–пт.; 08.00-16.00, сб.; 08.00-16.00, вс.; Праздничные дни: 8:00-16:00;",(01511) 74137,53.199262,24.014938
Гродненское РУП Фармация Аптека N70,"Кореличи, д. Малые Жуховичи, ул. Мятя, 1","09.00-17.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Праздничные дни: выходной",(01596) 76829,53.386189,26.313611
Гродненское РУП Фармация Аптека N71,"Дятлово, г.п. Новоельня, ул. Ленина, 5","08.00-19.00, пн.; 08.00-19.00, вт.; 08.00-16.00, ср.; 08.00-19.00, чт.; 08.00-19.00, пт.; 08.00-16.00, сб.; выходной, вс.; Праздничные дни: выходной",(01563) 69563,53.460687,25.586049
Гродненское РУП Фармация Аптека N73,"Березовка, ул. Новогрудская, 8","08.30-19.00, пн.–пт.; 08.00-16.00, сб.; 08.00-16.00, вс.; Праздничные дни: 09:00-17:00;",(0154) 541421,53.716974,25.504141
Гродненское РУП Фармация Аптека N74,"Гродно, ул. Фомичева, 2, ТЦ Магнит","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-19.00, вс.; Праздничные дни: 10:00-19:00;",(0152) 662004,53.657743,23.842707
Гродненское РУП Фармация Аптека N75,"Слоним, д. Жировичи, ул. Молодежная, 2","08.30-16.15, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(01562) 25650,53.014429,25.342873
Гродненское РУП Фармация Аптека N76,"Скидель, ул. Кирова, 3","12.15-18.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(0152) 478457,53.576086,24.205114
